id,num_reviews
1187940,376
1188270,54
1188430,60
1188540,672
1188720,595
1188760,95
1188900,91
1188920,505
1188930,11230
1188970,317
1189050,243
1189060,232
1189070,191
1189100,548
1189200,46
1189220,88
1189290,483
1189360,60
1189440,781
1189490,26731
1189630,30108
1189680,168
1189740,52
1189780,157
1189800,1594
1189850,185
1190000,26728
1190110,1271
1190130,318
1190150,1540
1190160,291
1190170,1626
1190400,821
1190820,29
1190970,8810
1190990,74
1191070,190
1191120,3113
1191260,187
1191420,318
1191440,114
1191550,160
1191580,1556
1191620,66
1191630,1681
1191660,209
1191770,118
1191790,75
1191840,2790
1191870,34
1191900,2010
1191940,179
1192010,402
1192020,43
1192380,166
1192420,30
1192440,155
1192550,41
1192610,615
1192640,2748
1192730,228
1192810,244
1192900,406
1193070,143
1193090,1272
1193340,1913
1193430,34
1193560,26
1193630,114
1194050,158
1194480,62
1194560,54
1194590,437
1194630,8348
1194720,38
1194740,662
1194750,40
1194810,3340
1194830,436
1194840,2477
1194930,3778
1194940,45
1195020,453
1195070,66
1195220,184
1195270,137
1195290,5109
1195360,160
1195410,54
1195420,156
1195560,354
1195830,150
1195910,58
1195920,46
1196080,271
1196090,2357
1196130,35
1196300,76
1196310,808
1196440,119
1196470,1418
1196500,42
1196580,27
1196590,113043
1196620,64
1196630,2868
1196800,40
1196880,88
1197030,75
1197150,50
1197160,40
1197180,193
1197210,37
1197220,283
1197230,34
1197260,3403
1197280,104
1197390,31
1197440,124
1197570,4349
1197580,159
1197590,128
1197620,59
1197730,39
1197820,172
1198040,271
1198050,111
1198090,2110
1198210,102
1198260,238
1198270,47
1198290,43
1198310,47
1198390,103
1198400,436
1198450,146
1198510,206
1198590,117
1198630,30
1198730,2814
1198740,246
1198820,32
1198850,353
1198860,140
1199030,7323
1199180,30
1199370,127
1199450,67
1199760,55
1199790,26
1199830,26
1199910,62
1200110,282
1200330,476
1200350,49
1200420,40
1200570,111
1200580,40
1200710,124
1200720,639
1200730,237
1200900,78
1200930,33
1201230,3576
1201240,11231
1201260,64
1201270,5269
1201280,1293
1201310,27
1201330,574
1201540,3395
1201630,1888
1201760,29
1201810,106
1201830,425
1201930,30
1201940,120
1202070,293
1202100,59
1202130,10155
1202150,49
1202170,50
1202200,1825
1202240,46
1202280,105
1202300,26
1202310,678
1202480,157
1202540,6726
1202570,32
1202580,54
1202640,58
1202650,540
1202660,54
1202690,5132
1202770,77
1202780,50
1202790,63
1202870,125
1202900,7556
1202970,218
1203140,83
1203160,216
1203180,971
1203220,186800
1203320,30
1203360,357
1203420,2627
1203470,104
1203560,145
1203570,76
1203620,61217
1203630,6428
1203650,142
1203670,142
1203680,160
1203710,2650
1203750,61
1203930,1478
1203970,142
1203990,36
1204040,37
1204220,124
1204230,151
1204320,41
1204370,45
1204410,111
1204440,75
1204470,98
1204700,97
1204710,38
1204740,115
1204920,102
1204940,33
1204990,231
1205140,126
1205150,81
1205170,340
1205240,1228
1205260,396
1205480,328
1205520,6768
1205560,119
1205900,507
1205950,840
1205960,1262
1205970,2225
1206000,30
1206060,2638
1206230,26
1206280,42
1206290,244
1206410,165
1206430,1603
1206480,619
1206490,39
1206570,41
1206600,391
1206610,6144
1206620,77
1206700,2423
1206720,51
1207020,26
1207030,27
1207210,32
1207230,41
1207310,42
1207320,65
1207380,30
1207390,140
1207400,41
1207480,39
1207590,4072
1207650,8012
1207710,27
1207770,38
1207780,3226
1207840,27
1207850,911
1208080,58
1208260,4734
1208370,35
1208380,39
1208550,28
1208580,39
1208590,163
1208600,750
1208760,37
1208770,175
1208810,39
1208830,33
1208950,53
1209000,425
1209140,215
1209330,96
1209360,209
1209410,723
1209430,73
1209440,48
1209450,126
1209510,81
1209650,31
1209720,43
1209740,26
1209750,122
1209770,294
1209860,178
1209910,124
1209950,97
1209990,150
1210010,38
1210030,1528
1210110,671
1210150,369
1210220,56
1210230,198
1210250,3396
1210320,6840
1210380,32
1210470,26
1210490,64
1210540,47
1210550,90
1210610,269
1210650,45
1210660,43
1210680,72
1210700,36
1210740,86
1210800,302
1210930,36
1211020,23610
1211110,274
1211120,140
1211180,30
1211240,129
1211360,669
1211370,54
1211420,56
1211540,61
1211600,3089
1211630,4495
1211640,118
1211650,88
1211740,34
1211830,176
1211930,180
1211960,145
1211990,41
1212020,767
1212100,373
1212190,56
1212400,576
1212410,350
1212450,28
1212600,46
1212620,3057
1212830,1970
1212850,109
1212870,37
1212940,374
1213000,77
1213210,31741
1213220,122
1213230,768
1213370,175
1213390,50
1213420,53
1213460,45
1213550,83
1213570,99
1213640,39
1213670,369
1213680,59
1213700,4611
1213710,82
1213740,18053
1213750,884
1213770,45
1213870,37
1214060,40
1214180,55
1214280,9330
1214330,107
1214360,1299
1214410,231
1214450,165
1214470,2159
1214500,30
1214520,121
1214540,93
1214570,49
1214650,3444
1214670,388
1214850,48
1214920,34
1214980,37
1215060,27
1215090,1268
1215180,618
1215200,89
1215260,560
1215270,432
1215280,163
1215320,172
1215390,5681
1215410,27
1215430,245
1215550,39
1215740,57
1215750,33
1215770,48
1215860,27
1215870,115
1215950,110
1216030,39
1216060,4129
1216080,1040
1216200,3450
1216220,120
1216230,339
1216300,51
1216320,6022
1216350,32
1216470,465
1216490,373
1216540,77
1216550,49
1216590,68
1216610,51
1216660,59
1216710,910
1216870,180
1216880,379
1217050,407
1217060,53260
1217100,394
1217190,111
1217200,64
1217220,81
1217260,45
1217330,32
1217380,47
1217390,3054
1217410,377
1217490,149
1217550,26
1217570,163
1217580,50
1217610,120
1217830,247
1217930,50
1218170,499
1218200,28
1218210,5832
1218230,26
1218250,4574
1218260,427
1218360,55
1218500,899
1218520,303
1218570,45
1218580,35
1218680,27
1218740,3433
1218790,32
1218830,27
1218890,230
1218900,4148
1218920,128
1218940,106
1219020,35
1219060,37
1219240,387
1219320,30
1219480,379
1219540,90
1219580,44
1219590,288
1219610,36
1219620,95
1219650,116
1219740,26
1219800,50
1219860,36
1219940,217
1219950,477
1220010,6818
1220100,85
1220140,3389
1220150,2723
1220170,461
1220340,27
1220370,262
1220710,42
1220840,4013
1220890,69
1220900,138
1220930,462
1220990,31
1221030,54
1221050,37
1221080,431
12210,58809
1221240,160
1221250,2328
1221280,48
1221300,28
1221320,82
1221400,39
1221420,35
1221440,61
1221540,527
1221560,46
1221590,51
1221600,34
1221620,52
1221640,105
1221800,98
1221990,40
1222040,499
1222050,268
1222090,58
1222140,139442
1222160,103
1222170,41
1222180,41
1222200,39
1222210,160
1222240,54
1222270,31
1222300,1396
1222340,80
1222360,26
1222370,2014
1222400,99
1222470,97
1222540,30
1222570,163
1222600,56
1222640,48
1222670,9140
1222680,4350
1222690,18338
1222700,1910
1222730,26432
1222750,122
1222870,87
1222930,97
1222940,26
1223020,202
1223110,35
1223150,56
1223250,165
1223500,1065
1223530,53
1223750,4521
1223810,510
1223870,834
1223910,316
1224020,2525
1224030,143
1224120,267
1224160,829
1224290,1000
1224380,31
1224450,67
1224480,40
1224530,107
1224600,880
1224640,52
1224690,193
1224700,335
1224840,103
1224900,67
1225060,30
1225110,67
1225120,27
1225130,37
1225260,56
1225560,4765
1225570,6759
1225580,816
1225590,1942
1225600,29
1225610,44
1225640,26
1225780,2732
1225790,30
1225810,345
1225820,37
1225840,50
1225870,98
1226000,102
1226020,78
1226070,39
1226160,205
1226250,37
1226470,5509
1226510,1366
1226530,573
1226540,53
1226640,392
1226960,44
1226970,157
1226990,581
1227000,38
1227260,141
1227280,3088
1227320,28
1227360,52
1227400,224
1227530,7844
1227570,56
1227590,28
1227650,4504
1227690,5948
1227750,250
1227780,1883
1227860,39
1227890,19862
1228320,80
1228360,111
1228430,68
1228500,213
1228510,27
1228520,2762
1228560,271
1228570,217
1228600,76
1228870,75
1228910,36
1229020,305
1229030,377
1229060,157
1229090,32
1229240,150
1229260,133
1229270,62
1229280,30
1229310,50
1229380,12499
1229390,158
1229420,206
1229460,1004
1229490,53960
1229500,213
1229570,130
1229580,895
1229650,40
1229730,65
1229740,31
1229880,290
1229890,37
1229900,1136
1230000,27
1230140,19645
1230170,100
1230200,55
1230410,3871
1230510,91
1230530,2605
1230560,169
1230800,582
1230860,69
1230930,27
1230980,29
1230990,29
1231150,125
1231460,321
1231520,263
1231530,30
1231590,659
1231670,34
1231840,143
1231900,30
1231940,106
1231950,165
1231970,93
1231990,1077
1232010,146
1232100,89
1232130,959
1232140,34
1232150,126
1232180,2217
1232330,94
1232420,922
1232460,1156
1232570,602
1232580,2000
1232590,94
1232610,45
1232640,89
1232730,34
1232810,137
1232870,177
