game_id,tot_reviews,pos_reviews,pos_ratio
1000030,2098,1912,0.9113441372735939
1000360,6765,6109,0.9030303030303031
1000440,407,376,0.9238329238329238
1000700,250,229,0.916
1001970,30,28,0.9333333333333333
1002430,187,170,0.9090909090909091
1004330,423,397,0.9385342789598109
1009850,4220,3923,0.9296208530805687
1011290,185,171,0.9243243243243243
1012530,30,27,0.9
1012790,10355,9716,0.9382906808305167
1014580,47,43,0.9148936170212766
1016000,47,44,0.9361702127659575
1016180,853,789,0.9249706916764361
1018800,3750,3457,0.9218666666666666
1020310,32,29,0.90625
1021210,674,635,0.9421364985163204
1023140,73,67,0.9178082191780822
1023550,131,121,0.9236641221374046
1029760,112,102,0.9107142857142857
1031460,495,460,0.9292929292929293
1031790,45,41,0.9111111111111111
1032590,604,551,0.9122516556291391
1032690,36,33,0.9166666666666666
1033080,213,197,0.9248826291079812
1035950,71,67,0.9436619718309859
1037460,35,33,0.9428571428571428
1038300,524,497,0.9484732824427481
1039280,139,128,0.920863309352518
1041210,209,196,0.937799043062201
1041920,1898,1713,0.9025289778714436
1043710,31,29,0.9354838709677419
1044220,90,81,0.9
1046400,1068,976,0.9138576779026217
1048660,199,185,0.9296482412060302
1048740,283,263,0.9293286219081273
1049410,23830,22356,0.9381451951321863
1050880,34,32,0.9411764705882353
1051690,3450,3229,0.9359420289855073
1051960,152,138,0.9078947368421053
1052640,37,34,0.918918918918919
1053390,33,30,0.9090909090909091
1053760,34,32,0.9411764705882353
1054340,297,280,0.9427609427609428
1054350,35,33,0.9428571428571428
1054490,9630,9091,0.9440290758047767
1055210,505,478,0.9465346534653465
1055850,259,245,0.9459459459459459
1060600,735,683,0.9292517006802721
1061920,112,102,0.9107142857142857
1062070,209,191,0.9138755980861244
1062110,1737,1620,0.9326424870466321
1062520,16450,15235,0.9261398176291793
1063540,153,138,0.9019607843137255
1063660,11863,11057,0.9320576582651943
1064030,57,53,0.9298245614035088
1064340,710,652,0.9183098591549296
1064540,32,29,0.90625
1065180,526,492,0.935361216730038
1065320,120,113,0.9416666666666667
1066890,9246,8520,0.9214795587280986
1067540,2680,2421,0.9033582089552239
1069190,420,397,0.9452380952380952
1069760,482,456,0.946058091286307
1070150,130,118,0.9076923076923077
1071220,132,119,0.9015151515151515
1072750,155,143,0.9225806451612903
1073320,820,744,0.9073170731707317
1073810,259,243,0.9382239382239382
1074030,203,185,0.9113300492610837
1076720,47,44,0.9361702127659575
1078280,673,626,0.9301634472511144
1078350,2439,2298,0.942189421894219
1080010,276,252,0.9130434782608695
1080450,99,93,0.9393939393939394
1080700,37,34,0.918918918918919
1085220,963,906,0.940809968847352
1086410,1029,971,0.9436345966958212
1086460,31,28,0.9032258064516129
1086850,649,610,0.9399075500770416
1088750,65,59,0.9076923076923077
1089090,19106,17505,0.9162043337171569
1089630,1386,1283,0.9256854256854257
1090060,35,33,0.9428571428571428
1091320,226,214,0.9469026548672567
1092400,915,825,0.9016393442622951
1092630,1577,1456,0.9232720355104629
1092950,132,124,0.9393939393939394
1094590,47,44,0.9361702127659575
1095120,299,273,0.9130434782608695
1095480,76,71,0.9342105263157895
1096140,139,131,0.9424460431654677
1096760,35,32,0.9142857142857143
1097820,60,54,0.9
1098280,802,748,0.9326683291770573
1098610,152,141,0.9276315789473685
1099140,45,42,0.9333333333333333
1100160,322,305,0.9472049689440993
1100420,922,846,0.9175704989154013
1100990,1852,1718,0.927645788336933
1101310,27,25,0.9259259259259259
1102930,1750,1597,0.9125714285714286
1104920,46,42,0.9130434782608695
1105500,5697,5215,0.9153940670528348
1105670,10791,9909,0.9182652210175146
1106830,207,193,0.9323671497584541
1109570,5743,5390,0.9385338673167334
1111380,489,442,0.9038854805725971
1111460,10056,9496,0.9443118536197295
1111620,184,166,0.9021739130434783
1111940,352,320,0.9090909090909091
1114130,665,623,0.9368421052631579
1114900,66,62,0.9393939393939394
1114940,4657,4423,0.9497530599098132
1116580,2386,2257,0.9459346186085499
1118740,48,44,0.9166666666666666
1119710,397,358,0.9017632241813602
1120690,384,361,0.9401041666666666
1121420,996,918,0.9216867469879518
1121640,5548,5037,0.9078947368421053
1122100,319,293,0.9184952978056427
1122680,1559,1441,0.9243104554201411
1123080,35,32,0.9142857142857143
1123310,58,54,0.9310344827586207
1125240,1301,1235,0.9492697924673328
1126270,92,83,0.9021739130434783
1126310,3548,3343,0.9422209695603156
1126320,7150,6783,0.9486713286713286
1127470,191,175,0.9162303664921466
